Customer Id,Cost
fffe3400310033003300,167.17512789323246
fffe3600350035003400,316.0794678469454
fffe3700360030003500,187.34225702122802
fffe350038003600,179.3662799151939
fffe3500390032003500,354.3539213629338
fffe3900360034003300,255.97026531500237
fffe3200380034003700,279.1818858597858
fffe3900370035003200,1413.933015570096
fffe3100380039003200,595.7549783688636
fffe3300330036003800,116.1998109429147
fffe3600370030003400,943.2624301916269
fffe3500380034003200,245.3531133468343
fffe370035003600,127.33487643722903
fffe3100340039003800,207.08163765434514
fffe340030003700,26521.20526748976
fffe330038003700,293.20982644914034
fffe3500300032003000,1633.965666019733
fffe390038003700,215.58514034407187
fffe3600390033003600,298.9254566720984
fffe3300380036003100,1525.3459051224424
fffe3200330032003100,78.3554358046494
fffe3900300037003900,2571.3982088398943
fffe3100350030003700,223.98835018317243
fffe3700360035003100,5933.732891884034
fffe350034003100,140.69836790343845
fffe3400380039003700,246.16377240917257
fffe3900320031003800,1762.0134663441831
fffe3300360034003600,542.4634053443774
fffe3500370037003500,145.0777770216987
fffe34003500,374.0213196561003
fffe3800370030003500,379.79333435059465
fffe3300340035003800,188.2526744313672
fffe3700380033003100,156.175761791416
fffe3200370034003600,102.67809591239082
fffe3200370033003500,13184.016313324946
fffe3100380039003700,130.55090873454506
fffe3100310035003300,39345.26664464999
fffe3100320031003700,440.2029102497626
fffe3700390034003600,211.3273273413724
fffe3200380033003000,184.60330343194116
fffe3500320034003800,1452.5763238879774
fffe3900390034003300,242.94694859933318
fffe3900350033003200,336.06204528965225
fffe3300350033003900,531.5744800940857
fffe3600330030003800,531.282283951646
fffe3600310032003000,146.6571953665368
fffe3700340036003800,290.1497994762463
fffe3800320037003500,235.84326475193933
fffe3200330037003000,130.9924282526626
fffe3100320035003500,171.71429745759053
fffe3300370033003000,215.96494073970734
fffe3900360030003300,350.91564519533193
fffe3400340034003000,293.0865566201169
fffe3800300035003300,5500.062794619232
fffe3700340035003900,816.9825313432767
fffe3600340034003900,117.71735319763894
fffe310030003500,191.12816586279723
fffe3700310035003200,228.31626383717202
fffe3100330033003900,220.83838547345317
fffe3800330030003700,205.21977840952792
fffe3900370033003100,149.989087424843
fffe3500330036003400,87783.5973272146
fffe3700350036003200,3185.1046662444396
fffe3500390037003700,175.2263685739495
fffe3200340034003300,7880.281872709452
fffe3300350032003200,225.49168347271976
fffe360034003500,198.27345123121242
fffe3900390030003600,641.87606246763
fffe3400350034003000,11829.623199443231
fffe3600360036003300,290.7313790692772
fffe3800350030003100,692.4562556809236
fffe3400300030003000,335.457389174706
fffe3200390037003600,622.0306861197761
fffe3600350039003500,9325.350422259413
fffe3300350038003600,293.01868018179414
fffe3600350037003900,203.8003311127631
fffe3200360035003900,305.3013786969842
fffe3300360039003100,4038.100228544847
fffe3400370030003300,1773.4018958026015
fffe3400300031003600,731.6648255754176
fffe3900340034003000,195.66065927771922
fffe3700350038003900,546.5652920885271
fffe3300330032003800,287.2715891521866
fffe370039003600,294.25566618343214
fffe3400340036003300,766.9417803722146
fffe3900360034003400,240.20744328889757
fffe3900380037003700,2781.051940024776
fffe3600360039003700,255.49484131747542
fffe3600340031003600,287.38407677173365
fffe3500370035003900,190.31797669709957
fffe3700330037003400,3284.2808902030515
fffe320037003400,1006.885004915596
fffe3500310034003800,644.2730421384553
fffe3700390039003200,4283.825413174557
fffe3900390038003600,334.16078216439945
fffe3700380033003500,264.0112053452383
fffe3700320036003800,4305.76803177189
fffe3300360034003100,12652.219061853946
fffe3700330038003400,909.5998621880793
fffe3800380033003400,284.1058290807969
fffe3200390030003300,457.06056755062843
fffe3900380035003200,345.74493063197565
fffe3600340031003100,206.24455305819322
fffe3200300036003200,6644.958648794037
fffe370039003400,246.69472775655913
fffe3500390030003300,2991.480497196179
fffe3700350030003700,521.0760402670118
fffe3100370035003500,368.36262926167825
